Id,Profile Name,Number of deaths,Number of infected,Number of healed,Comment,Like,Comment timestamp,Post timestamp,URL,Annotator1,Annotator2,Annotator3,Final annotation
3836,Arben Hyseni,13,245,133,Koti dhe Zezaj kampion ne bote!!!!!,0,"Sunday, August 2, 2020 1:33pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,1,1,1,1
3838,Gashi Shabi,13,245,133,"Mu kujton 1998-99  Vdiqen 13 , u plagosen 249  i zune rob 30   Zot na ruj nga njerzit e pa pergjegjshum o qeveri o shet o republik merrni masa  ",3,"Sunday, August 2, 2020 1:32pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3839,Rilind Rysha,13,245,133,A jom i vetmi qe hala sjom infektu me COVID-19 ? ,1,"Sunday, August 2, 2020 1:31pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3840,Gezim Isufi,13,245,133,Kto teste a jan sipas Pe dini ju  a jan prej njerzve qe pak a shum mirren vesh me ket virus.,3,"Sunday, August 2, 2020 1:31pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,1,0
3841,Muhamet Ag,13,245,133,Ma shum se 50% e testuarve pozitiv ,0,"Sunday, August 2, 2020 1:30pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3844,Lisi Mrizi,13,245,133,Teper mire i kemi punet kur rruges ne largesi prej 5 km tani i verejta tri dasma ku kendohej kenga dhe hidhej vallja me.me se paku 150 vete. Shteti duhet qe te  funksionoj dhe te veproi me urgjence te emroj shtabet e krizes ne te gjitha lokalitetet dhe nese eshte nevoja njerez me pagese te cilet nese nuk e  kryejne punen si duhet te denohen.Ska zgjidhje tjeter vetem forca e lligjit dhe shtetit mund ta edukoj ate qe nuk edukohet perndryshe vetem forca e ligjit dhe shtetit duhet qe ti denoj vrasesit edhe te familjes edhe te shoqerise.Perhapja e Covid -19 eshte vrasje qe duhet te denohet si veper penale.,10,"Sunday, August 2, 2020 1:29pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3846,Maki Grabovci,13,245,133,O i fort ke Kojo,0,"Sunday, August 2, 2020 1:23pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3848,Rugova Jeton,13,245,133,Mir o puna !,0,"Sunday, August 2, 2020 1:21pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,1,0,0
3849,Edon Bajrami,13,245,133,SKA VIRUS ,0,"Sunday, August 2, 2020 1:20pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,1,0,0,0
3850,Fatlum Jakupi,13,245,133,Ajde edhe 55+ edhe shkum,0,"Sunday, August 2, 2020 1:17pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,1,0,0,0
3851,Lulzim F Bytyqi,13,245,133,Kintrolloni kafiterit plot ,0,"Sunday, August 2, 2020 1:16pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3852,Burim Sheholli,13,245,133,italia edhe spanja kan me met 0 ne krahasim me neve,0,"Sunday, August 2, 2020 1:14pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,1,0,0,0
3854,Refki Morina,13,245,133,"Ishalla ndor tzotit , hajr ishalla",2,"Sunday, August 2, 2020 1:11pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3855,Gashi Altin,13,245,133,A po ju dalin edhe juve 242 raste pozitiv a veq mu ? Ndersa jane te shenuar 245 . ,5,"Sunday, August 2, 2020 1:11pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3856,Sanije Boletini,13,245,133,Valla me fol drejten vet veti poja bajm se po tubohemi si mos me pas virus kur se rujm vete veten nuk na run kerkush po qa me ba mas shumti pom dhimen mjek qe po perballen me pacienta veq ishalla Zoti na ndihmon per gjdo dit tu ba apel mjek mos u tuboni mbani distanc kush me majt respekt per gjith stafin mjeksor,45,"Sunday, August 2, 2020 1:11pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3857,Gashi Leonit,13,245,133,Kuku Boni more naj sen se shkuten Gjinja ojj qeveri ,0,"Sunday, August 2, 2020 1:11pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3859,Milot Ahmeti,13,245,133,Ka ka ka ahahhaahhahahahababaahahahahahahhahahaahha V. B. N. D. ka 200 ndite e mrriti 1 milion dmth kejt te infektuar edhe ti edhe une ,0,"Sunday, August 2, 2020 1:10pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,1,0
3860,Arsim Berisha,13,245,133,Ner 200 asnjehere hiq spo ja ulni gasin bravo.,2,"Sunday, August 2, 2020 1:09pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,1,1,1,1
3861,Egzon Vokshi,13,245,133,I. A. Sh. N. I. erdh edhe ka ju haha,0,"Sunday, August 2, 2020 1:05pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3863,Qendrim Shala,13,245,133,Ma gjall edhe pak se sen sjan kto tash dilli i rrezit i knaq ,0,"Sunday, August 2, 2020 1:05pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,1,1,1,1
3864,Egi Restelica,13,245,133,Oo veq a ka njerz kosova se Zemaj ide ka sa dush me provu ‍♂️,3,"Sunday, August 2, 2020 1:04pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,1,0,0,0
3865,Ajet Thaqi,13,245,133,"Mos rreni se te gjithe nuk ishin me ""semundje shoqeruese""Ju (administrata, jo infermieret as Dr.) jeni vrases me pages nga shteti.",5,"Sunday, August 2, 2020 1:04pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3866,Armond Pirku,13,245,133,Ku eshte gjendja e jashtezakonshme? Apo ne Mars ka qene gjendja me e rende?,1,"Sunday, August 2, 2020 1:02pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
3867,Defrim Nika,13,245,133,"Kina,Italia,Kosova, Armend Zemaj dhe suksesi i ti.",31,"Sunday, August 2, 2020 1:01pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,1,1,0,1
3869,Vloran Salihu,13,245,133,Po punon ministri i shëndetësisë z.zemaj bravo  ,9,"Sunday, August 2, 2020 1:01pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,1,0
3870,Uran Mavraj,13,245,133,Javen e ardhshme kan me shku mbi 300!,2,"Sunday, August 2, 2020 1:01pm GMT","Sunday, August 2, 2020 2:57pm GMT",https://www.facebook.com/IKSHPK/photos/a.527771290684213/2958407147620603/?type=3&__xts__%5B0%5D=68.ARD3QPFylu0Xp8hZPUAtSZQX3ANYMMmA5OcuKdxCE6C2C-CbdCYY-z3qcAJZ4uORyeKZPBtU3_ok7mf2TUZdSUOUjo0Rf5fVHxyWUKE74nglPst4vU996JGeNyT4WIQ3dslZ7AIPUaaUcFxomb5sppDKUSwbBQ_d6dR0Pv91CyOH4zxYNad494GmVauAjdpjt0ayzBRrGpQ38KM2E9mo0E_rq7CO8oG8Z58chpfPmQAnKJx2aToqt2FkdnpmnUDGeTqSbv63qVPpBL5XiBdLj4kZBcFIh6hBHCQDPpW0XQ4RrXQcb_MulNzL_JgYkrU1v7hmeOAJQE_OFeQ4v5hOJFAscQ&__tn__=-R,0,0,0,0
